"","ccg_name","gp_code","fyr","fqtr","gp_size","male","edu_3rd","age_5","age_15","age_75plus","ch_nb","ae_visits"
"46","FA1","020IN",201819,"Q2",6626,3202,863,1327,739,436,91,223
"47","FA1","020IN",201819,"Q3",6731,3250,878,1348,743,453,93,225
"48","FA1","020IN",201819,"Q4",6878,3325,898,1402,725,465,92,247
"49","MA1","024RL",201516,"Q1",9222,4563,1137,1437,958,777,139,300
"50","MA1","024RL",201516,"Q2",9249,4573,1141,1438,971,773,140,308
"51","MA1","024RL",201516,"Q3",9299,4605,1147,1443,968,785,141,301
"52","MA1","024RL",201516,"Q4",9320,4607,1149,1442,956,804,141,314
"53","MA1","024RL",201617,"Q1",9347,4648,1152,1463,953,783,139.6666667,322
"54","MA1","024RL",201617,"Q2",9404,4667,1159,1461,958,787,141.6666667,288
"55","MA1","024RL",201617,"Q3",9520,4716,1173,1472,979,810,157.6666667,298
"56","MA1","024RL",201617,"Q4",9520,4730,1174,1479,965,802,150,318
"57","MA1","024RL",201718,"Q1",9549,4756,1177,1478,969,803,151,334
"58","MA1","024RL",201718,"Q2",9602,4788,1184,1483,988,800,152,316
"59","MA1","024RL",201718,"Q3",9690,4827,1194,1497,996,808,152,317
"60","MA1","024RL",201718,"Q4",9731,4834,1200,1493,990,814,152,332
"61","MA1","024RL",201819,"Q1",9760,4850,1203,1492,973,818,154,369
"62","MA1","024RL",201819,"Q2",9821,4869,1211,1495,983,833,154,346
"63","MA1","024RL",201819,"Q3",9852,4895,1214,1499,959,843,154,335
"64","MA1","024RL",201819,"Q4",9901,4922,1221,1499,966,847,156,371
"65","LA1","031DM",201516,"Q1",6400,3104,797,1126,746,485,64,202
"66","LA1","031DM",201516,"Q2",6409,3111,798,1124,746,490,64,216
"67","LA1","031DM",201516,"Q3",6446,3119,804,1134,738,492,63,193
"68","LA1","031DM",201516,"Q4",6468,3134,806,1145,732,491,64.66666667,227
"69","LA1","031DM",201617,"Q1",6456,3126,804,1151,721,497,65,221
"70","LA1","031DM",201617,"Q2",6428,3114,799,1145,720,509,65.33333333,204
"71","LA1","031DM",201617,"Q3",6413,3102,798,1156,696,513,69.66666667,199
"72","LA1","031DM",201617,"Q4",6386,3083,795,1155,679,514,64,224
"73","LA1","031DM",201718,"Q1",6369,3071,793,1150,671,518,64,225
"74","LA1","031DM",201718,"Q2",6356,3068,791,1157,666,520,64,213
"75","LA1","031DM",201718,"Q3",6325,3055,788,1146,660,522,64,212
"76","LA1","031DM",201718,"Q4",6293,3044,784,1139,641,523,64.33333333,192
"77","LA1","031DM",201819,"Q1",6288,3039,783,1140,624,525,64,192
"78","LA1","031DM",201819,"Q2",6254,3027,779,1140,614,518,63,206
"79","LA1","031DM",201819,"Q3",6235,3018,777,1127,618,515,63,215
"80","LA1","031DM",201819,"Q4",6223,3007,775,1109,629,522,62,222
"81","AA1","037CL",201516,"Q1",11423,5470,1482,2007,1309,1011,118,374
"82","AA1","037CL",201516,"Q2",11454,5494,1487,1997,1321,1021,121,361
"83","AA1","037CL",201516,"Q3",11433,5485,1483,1980,1314,1030,121.6666667,373
"84","AA1","037CL",201516,"Q4",11446,5499,1485,1979,1316,1029,122.6666667,355
"85","AA1","037CL",201617,"Q1",11417,5496,1483,1973,1300,1028,123,375
"86","AA1","037CL",201617,"Q2",11437,5491,1485,1962,1318,1017,123,380
"87","AA1","037CL",201617,"Q3",11457,5499,1487,1975,1296,1022,123,363
"88","AA1","037CL",201617,"Q4",11480,5510,1490,1993,1279,1007,123,374
"89","AA1","037CL",201718,"Q1",11520,5531,1496,2000,1278,1030,122,389
"90","AA1","037CL",201718,"Q2",11546,5538,1498,2000,1278,1032,117,389
"91","AA1","037CL",201718,"Q3",11567,5555,1501,1998,1271,1046,115,385
"92","AA1","037CL",201718,"Q4",11595,5565,1505,2011,1257,1040,117,403
"93","AA1","037CL",201819,"Q1",11668,5601,1514,2024,1250,1054,118,391
"94","AA1","037CL",201819,"Q2",11688,5608,1517,2016,1242,1066,118,372
"95","AA1","037CL",201819,"Q3",11732,5632,1524,2033,1242,1079,120,392
"96","AA1","037CL",201819,"Q4",11772,5650,1529,2020,1250,1087,120,390
"97","BA1","045OK",201516,"Q1",10312,5043,1268,1594,1179,946,150,338
"98","BA1","045OK",201516,"Q2",10326,5057,1269,1596,1184,967,151,332
"99","BA1","045OK",201516,"Q3",10358,5060,1273,1621,1188,970,151.6666667,321
"100","BA1","045OK",201516,"Q4",10388,5076,1277,1622,1192,970,151,313
"101","BA1","045OK",201617,"Q1",10388,5098,1276,1623,1192,961,154.3333333,344
"102","BA1","045OK",201617,"Q2",10420,5109,1280,1636,1183,978,152,346
"103","BA1","045OK",201617,"Q3",10422,5108,1279,1636,1168,992,151,347
"104","BA1","045OK",201617,"Q4",10414,5113,1278,1629,1162,998,150,347
"105","BA1","045OK",201718,"Q1",10412,5114,1276,1640,1156,987,150,362
"106","BA1","045OK",201718,"Q2",10387,5109,1273,1610,1173,994,150,353
"107","BA1","045OK",201718,"Q3",10338,5072,1267,1588,1149,1005,149,349
"108","BA1","045OK",201718,"Q4",10291,5049,1263,1571,1137,1015,148,347
"109","BA1","045OK",201819,"Q1",10221,5011,1255,1558,1135,1005,146.3333333,377
"110","BA1","045OK",201819,"Q2",10214,5004,1255,1557,1122,1015,144,363
"111","BA1","045OK",201819,"Q3",10228,5005,1257,1550,1123,1015,144,350
"112","BA1","045OK",201819,"Q4",10248,5019,1259,1543,1122,1017,145,350
"113","BA1","050NY",201516,"Q1",2446,1191,287,337,240,311,16,86
"114","BA1","050NY",201516,"Q2",2447,1185,287,334,240,317,16,91
"115","BA1","050NY",201516,"Q3",2450,1193,287,331,239,317,16,73
"116","BA1","050NY",201516,"Q4",2451,1195,287,336,238,320,16,71
"117","BA1","050NY",201617,"Q1",2443,1190,287,335,237,316,16,87
"118","BA1","050NY",201617,"Q2",2440,1188,286,333,241,318,16,70
"119","BA1","050NY",201617,"Q3",2414,1175,283,334,225,322,16,77
"120","BA1","050NY",201617,"Q4",2412,1173,283,332,222,318,16,70
"121","BA1","050NY",201718,"Q1",2412,1175,283,327,220,319,15,92
"122","BA1","050NY",201718,"Q2",2431,1185,286,333,220,323,15,87
"123","BA1","050NY",201718,"Q3",2445,1187,287,343,210,326,15,81
"124","BA1","050NY",201718,"Q4",2431,1181,286,334,216,321,15,92
"125","BA1","050NY",201819,"Q1",2427,1179,285,339,217,319,14,100
"126","BA1","050NY",201819,"Q2",2423,1174,285,333,221,318,14,90
"127","BA1","050NY",201819,"Q3",2428,1177,285,336,222,319,14,70
"128","BA1","050NY",201819,"Q4",2437,1180,286,340,228,325,14,80
"129","CA1","074HD",201516,"Q1",12539,6169,1669,2184,1423,957,135,403
"130","CA1","074HD",201516,"Q2",12610,6181,1679,2193,1437,979,137,420
"131","CA1","074HD",201516,"Q3",12696,6211,1691,2189,1462,992,139,415
"132","CA1","074HD",201516,"Q4",12732,6223,1694,2205,1461,990,151,411
"133","CA1","074HD",201617,"Q1",12775,6233,1700,2200,1471,999,148.6666667,436
"134","CA1","074HD",201617,"Q2",12820,6240,1707,2193,1463,1009,146,415
"135","CA1","074HD",201617,"Q3",12829,6254,1708,2177,1452,1025,145.3333333,395
"136","CA1","074HD",201617,"Q4",12878,6273,1715,2187,1457,1038,140.6666667,410
"137","CA1","074HD",201718,"Q1",12941,6299,1724,2203,1457,1044,137.6666667,434
"138","CA1","074HD",201718,"Q2",13040,6347,1738,2219,1465,1043,138,422
"139","CA1","074HD",201718,"Q3",13112,6367,1748,2239,1449,1047,137,419
"140","CA1","074HD",201718,"Q4",13174,6392,1757,2265,1441,1043,141.6666667,447
"141","CA1","074HD",201819,"Q1",13275,6446,1771,2276,1451,1053,139.6666667,458
"142","CA1","074HD",201819,"Q2",13375,6495,1784,2316,1456,1063,139,467
"143","CA1","074HD",201819,"Q3",13436,6533,1792,2329,1441,1091,124.6666667,438
"144","CA1","074HD",201819,"Q4",13514,6580,1802,2348,1439,1091,96,442
"145","CA1","074JM",201516,"Q1",11659,5722,1469,1877,1334,930,127,373
"146","CA1","074JM",201516,"Q2",11741,5755,1480,1884,1353,952,128,376
"147","CA1","074JM",201516,"Q3",11750,5754,1482,1877,1345,978,128,347
"148","CA1","074JM",201516,"Q4",11719,5739,1479,1868,1323,970,123.6666667,374
"149","CA1","074JM",201617,"Q1",11715,5743,1478,1844,1322,969,114.6666667,399
"150","CA1","074JM",201617,"Q2",11803,5801,1489,1869,1315,984,115,381
"151","CA1","074JM",201617,"Q3",11850,5824,1495,1871,1309,986,117,366
"152","CA1","074JM",201617,"Q4",11863,5826,1497,1863,1298,997,115.3333333,395
"153","CA1","074JM",201718,"Q1",11923,5850,1503,1876,1297,997,116,410
"154","CA1","074JM",201718,"Q2",11942,5861,1506,1865,1309,1009,115.3333333,410
"155","CA1","074JM",201718,"Q3",11978,5880,1510,1891,1276,1016,117,374
"156","CA1","074JM",201718,"Q4",11960,5868,1510,1895,1249,1000,115.6666667,405
"157","CA1","074JM",201819,"Q1",12024,5913,1517,1899,1241,1015,117,404
"158","CA1","074JM",201819,"Q2",12133,5963,1530,1942,1241,1028,119,398
"159","CA1","074JM",201819,"Q3",12211,5995,1539,1954,1262,1033,119,404
"160","CA1","074JM",201819,"Q4",12235,6008,1542,1955,1258,1046,118,411
"161","CA1","078VB",201516,"Q1",2686,1421,325,394,313,211,18.66666667,84
"162","CA1","078VB",201516,"Q2",2669,1408,323,398,305,209,18,102
"163","CA1","078VB",201516,"Q3",2630,1393,319,389,296,208,18,82
"164","CA1","078VB",201516,"Q4",2592,1373,314,379,292,204,17.66666667,96
"165","CA1","078VB",201617,"Q1",2578,1362,312,372,298,199,16,91
"166","CA1","078VB",201617,"Q2",2548,1353,309,365,296,197,17,71
"167","CA1","078VB",201617,"Q3",2533,1347,308,369,293,194,17,93
"168","CA1","078VB",201617,"Q4",2507,1334,305,365,291,197,16,82
"169","CA1","078VB",201718,"Q1",2488,1323,303,368,283,197,16,96
"170","CA1","078VB",201718,"Q2",2483,1324,302,368,282,201,16,101
"171","CA1","078VB",201718,"Q3",2460,1309,299,361,277,202,16,84
"172","CA1","078VB",201718,"Q4",2455,1303,299,363,278,201,16,72
"173","CA1","078VB",201819,"Q1",2437,1291,297,359,266,199,16,85
"174","CA1","078VB",201819,"Q2",2427,1285,295,353,267,202,16,88
"175","CA1","078VB",201819,"Q3",2415,1283,294,351,265,208,15,87
"176","CA1","078VB",201819,"Q4",2426,1287,296,355,262,211,15,82
"177","LC1","082UD",201516,"Q1",11064,5366,1353,1801,1234,875,125,354
"178","LC1","082UD",201516,"Q2",11119,5397,1361,1811,1243,880,124,366
"179","LC1","082UD",201516,"Q3",11206,5451,1371,1827,1247,885,124,353
"180","LC1","082UD",201516,"Q4",11251,5458,1377,1835,1243,905,125,353
"181","LC1","082UD",201617,"Q1",11237,5462,1376,1807,1246,913,125,383
"182","LC1","082UD",201617,"Q2",11259,5484,1380,1798,1251,921,124,358
"183","LC1","082UD",201617,"Q3",11317,5516,1388,1819,1246,924,125,363
"184","LC1","082UD",201617,"Q4",11309,5519,1386,1817,1231,931,125,368
"185","LC1","082UD",201718,"Q1",11285,5508,1383,1815,1216,936,124,371
"186","LC1","082UD",201718,"Q2",11326,5531,1389,1816,1223,943,130,366
"187","LC1","082UD",201718,"Q3",11349,5538,1391,1814,1216,946,127,361
"188","LC1","082UD",201718,"Q4",11337,5531,1390,1827,1205,961,124,382
"189","LC1","082UD",201819,"Q1",11349,5519,1392,1848,1198,954,123,388
"190","LC1","082UD",201819,"Q2",11295,5492,1386,1846,1187,956,123,383
"191","LC1","082UD",201819,"Q3",11251,5454,1380,1831,1179,973,123,370
"192","LC1","082UD",201819,"Q4",11181,5417,1372,1831,1172,973,113,384
"193","LC1","083AM",201516,"Q1",7074,3362,764,1174,832,790,55,219
"194","LC1","083AM",201516,"Q2",7093,3360,766,1181,838,789,55,257
"195","LC1","083AM",201516,"Q3",7133,3380,770,1197,824,801,57,233
"196","LC1","083AM",201516,"Q4",7156,3399,774,1208,823,797,56,240
"197","LC1","083AM",201617,"Q1",7186,3421,776,1229,820,792,56,264
"198","LC1","083AM",201617,"Q2",7237,3452,781,1245,816,797,52,236
"199","LC1","083AM",201617,"Q3",7262,3467,784,1251,812,808,53,251
"200","LC1","083AM",201617,"Q4",7288,3471,787,1268,811,802,54,254
"201","LC1","083AM",201718,"Q1",7285,3480,787,1270,819,794,46.33333333,239
"202","LC1","083AM",201718,"Q2",7291,3474,788,1258,827,789,43.66666667,252
"203","LC1","083AM",201718,"Q3",7303,3494,789,1251,817,794,44,254
"204","LC1","083AM",201718,"Q4",7316,3506,790,1278,815,786,44,238
"205","LC1","083AM",201819,"Q1",7322,3511,791,1283,814,770,44,258
"206","LC1","083AM",201819,"Q2",7338,3518,793,1297,790,768,45,255
"207","LC1","083AM",201819,"Q3",7336,3519,792,1296,785,763,46,237
"208","LC1","083AM",201819,"Q4",7328,3520,792,1285,790,765,45,237
"209","GA1","10010QY",201516,"Q1",9075,4413,1137,1529,1074,657,108,304
"210","GA1","10010QY",201516,"Q2",9100,4431,1141,1528,1079,663,108,282
"211","GA1","10010QY",201516,"Q3",9124,4439,1143,1520,1084,669,109,294
"212","GA1","10010QY",201516,"Q4",9179,4467,1149,1525,1073,698,111,272
"213","GA1","10010QY",201617,"Q1",9176,4470,1150,1520,1073,687,113.3333333,303
"214","GA1","10010QY",201617,"Q2",9197,4472,1153,1525,1084,697,114,297
"215","GA1","10010QY",201617,"Q3",9206,4492,1154,1514,1080,697,114,298
"216","GA1","10010QY",201617,"Q4",9143,4473,1146,1499,1056,685,112,292
"217","GA1","10010QY",201718,"Q1",9085,4440,1139,1498,1048,676,111.3333333,306
"218","GA1","10010QY",201718,"Q2",9030,4430,1133,1493,1040,668,112,294
"219","GA1","10010QY",201718,"Q3",8995,4419,1128,1481,1039,667,111,297
"220","GA1","10010QY",201718,"Q4",8960,4409,1124,1482,1020,658,111,304
"221","GA1","10010QY",201819,"Q1",9452,4673,1181,1616,1065,661,112,321
"222","GA1","10010QY",201819,"Q2",9366,4638,1171,1598,1052,650,111,322
"223","GA1","10010QY",201819,"Q3",9305,4613,1162,1587,1031,656,111,307
"224","GA1","10010QY",201819,"Q4",9288,4601,1160,1576,1032,664,110.6666667,294
"225","HA1","1005XP",201516,"Q1",6627,3289,810,1072,743,549,95,217
"226","HA1","1005XP",201516,"Q2",6597,3278,806,1067,731,548,95,216
"227","HA1","1005XP",201516,"Q3",6575,3271,803,1071,715,546,95,217
"228","HA1","1005XP",201516,"Q4",6553,3260,801,1060,704,554,95,204
"229","HA1","1005XP",201617,"Q1",6524,3246,797,1055,704,554,97,234
"230","HA1","1005XP",201617,"Q2",6497,3224,794,1046,713,552,87,209
"231","HA1","1005XP",201617,"Q3",6483,3211,792,1045,720,557,87,213
"232","HA1","1005XP",201617,"Q4",6476,3201,791,1064,700,554,85,208
"233","HA1","1005XP",201718,"Q1",6476,3210,792,1060,703,554,88.33333333,237
"234","HA1","1005XP",201718,"Q2",6451,3198,789,1044,704,551,88,218
"235","HA1","1005XP",201718,"Q3",6411,3173,783,1049,680,551,85,232
"236","HA1","1005XP",201718,"Q4",6347,3136,776,1053,669,539,83,222
"237","HA1","1005XP",201819,"Q1",6364,3149,778,1072,649,536,82,215
"238","HA1","1005XP",201819,"Q2",6351,3141,776,1064,644,552,78,219
"239","HA1","1005XP",201819,"Q3",6369,3144,779,1067,644,564,77,199
"240","HA1","1005XP",201819,"Q4",6356,3141,778,1063,636,565,66,210
"241","WA1","10210BX",201516,"Q1",5659,2751,568,882,614,700,118,192
"242","WA1","10210BX",201516,"Q2",5709,2775,573,889,622,701,120,184
"243","WA1","10210BX",201516,"Q3",5771,2806,579,917,631,715,124,184
"244","WA1","10210BX",201516,"Q4",5818,2827,583,940,630,720,125,197
"245","WA1","10210BX",201617,"Q1",5838,2839,585,941,638,731,126,209
"246","WA1","10210BX",201617,"Q2",5856,2857,586,946,646,739,125,215
"247","WA1","10210BX",201617,"Q3",5889,2868,590,941,638,748,125,196
"248","WA1","10210BX",201617,"Q4",5885,2886,589,946,616,743,127,199
"249","WA1","10210BX",201718,"Q1",5962,2931,596,948,623,738,130,217
"250","WA1","10210BX",201718,"Q2",6069,2975,606,978,628,738,128.6666667,208
"251","WA1","10210BX",201718,"Q3",5974,2917,598,962,605,735,126,193
"252","WA1","10210BX",201718,"Q4",5967,2919,597,963,595,738,125,208
"253","WA1","10210BX",201819,"Q1",5938,2904,594,956,594,732,125,231
"254","WA1","10210BX",201819,"Q2",5944,2906,595,953,605,738,124.3333333,227
"255","WA1","10210BX",201819,"Q3",5946,2919,594,948,600,749,125,215
"256","WA1","10210BX",201819,"Q4",5943,2908,594,960,592,748,123,227
"257","AB1","1022WH",201516,"Q1",5528,2780,719,833,557,463,89,197
"258","AB1","1022WH",201516,"Q2",5505,2776,716,815,568,464,89,184
"259","AB1","1022WH",201516,"Q3",5499,2782,715,805,548,479,90.66666667,172
"260","AB1","1022WH",201516,"Q4",5507,2787,716,788,555,479,97,192
"261","AB1","1022WH",201617,"Q1",5530,2800,719,786,562,480,94,205
"262","AB1","1022WH",201617,"Q2",5556,2816,722,790,570,484,95.33333333,197
"263","AB1","1022WH",201617,"Q3",5594,2842,728,793,571,480,97,198
"264","AB1","1022WH",201617,"Q4",5582,2831,726,795,555,487,96,186
"265","AB1","1022WH",201718,"Q1",5554,2816,724,798,551,486,96,193
"266","AB1","1022WH",201718,"Q2",5580,2828,726,799,555,493,96,194
"267","AB1","1022WH",201718,"Q3",5615,2853,731,820,546,511,96,216
"268","AB1","1022WH",201718,"Q4",5601,2857,728,826,532,521,95.33333333,196
"269","AB1","1022WH",201819,"Q1",5659,2881,736,850,536,520,96,201
"270","AB1","1022WH",201819,"Q2",5700,2898,742,869,544,529,97,182
"271","AB1","1022WH",201819,"Q3",5709,2906,743,866,539,539,97,192
"272","AB1","1022WH",201819,"Q4",5700,2903,741,856,535,546,96,200
"273","ZA1","10410GY",201516,"Q1",9152,4600,1131,1496,885,907,130,303
"274","ZA1","10410GY",201516,"Q2",9116,4593,1126,1480,883,918,130,301
"275","ZA1","10410GY",201516,"Q3",9145,4599,1130,1501,897,937,131,287
"276","ZA1","10410GY",201516,"Q4",9096,4581,1124,1482,885,934,129,282
"277","ZA1","10410GY",201617,"Q1",9066,4573,1120,1456,893,950,128,313
"278","ZA1","10410GY",201617,"Q2",9017,4543,1115,1429,914,949,151,322
"279","ZA1","10410GY",201617,"Q3",8988,4528,1110,1411,891,963,151,302
"280","ZA1","10410GY",201617,"Q4",8927,4494,1103,1382,871,975,150,307
"281","ZA1","10410GY",201718,"Q1",8893,4481,1098,1386,862,976,149,304
"282","ZA1","10410GY",201718,"Q2",8831,4461,1090,1360,868,981,147.6666667,305
"283","ZA1","10410GY",201718,"Q3",8796,4437,1084,1346,851,991,148,287
"284","ZA1","10410GY",201718,"Q4",8733,4413,1076,1337,829,987,147,299
"285","ZA1","10410GY",201819,"Q1",8686,4386,1070,1344,826,988,142.6666667,319
"286","ZA1","10410GY",201819,"Q2",8689,4397,1070,1322,839,1023,139,320
"287","ZA1","10410GY",201819,"Q3",8679,4386,1069,1324,836,1039,139,319
"288","ZA1","10410GY",201819,"Q4",8597,4346,1059,1302,828,1042,138,312
"289","YA1","10410QH",201516,"Q1",4264,2166,489,468,356,541,2,136
"290","YA1","10410QH",201516,"Q2",4264,2164,489,469,359,538,2,118
"291","YA1","10410QH",201516,"Q3",4267,2173,489,474,348,533,3,133
"292","YA1","10410QH",201516,"Q4",4263,2170,489,473,343,535,3,145
"293","YA1","10410QH",201617,"Q1",4296,2190,493,480,344,530,3,143
"294","YA1","10410QH",201617,"Q2",4291,2190,492,469,357,535,3,141
"295","YA1","10410QH",201617,"Q3",4292,2189,492,457,367,533,3,133
"296","YA1","10410QH",201617,"Q4",4263,2168,489,452,350,533,2,140
"297","YA1","10410QH",201718,"Q1",4262,2171,489,448,356,539,3.333333333,141
"298","YA1","10410QH",201718,"Q2",4257,2167,489,452,346,541,3,135
"299","YA1","10410QH",201718,"Q3",4257,2168,489,444,340,537,1.666666667,133
"300","YA1","10410QH",201718,"Q4",4250,2167,488,449,329,531,1,140
"301","YA1","10410QH",201819,"Q1",4271,2174,491,455,326,528,1,131
"302","YA1","10410QH",201819,"Q2",4275,2176,491,451,335,536,1,145
"303","YA1","10410QH",201819,"Q3",4265,2168,490,444,324,536,1,141
"304","YA1","10410QH",201819,"Q4",4225,2150,485,440,313,532,1,151
"305","ZA1","1047RU",201516,"Q1",11153,5586,1371,1621,1195,1127,109,383
"306","ZA1","1047RU",201516,"Q2",11165,5588,1371,1621,1210,1157,110,374
"307","ZA1","1047RU",201516,"Q3",11141,5579,1369,1594,1194,1186,109,342
"308","ZA1","1047RU",201516,"Q4",11123,5572,1367,1616,1152,1177,105,365
"309","ZA1","1047RU",201617,"Q1",11078,5557,1361,1620,1138,1156,105,364
"310","ZA1","1047RU",201617,"Q2",11043,5568,1357,1596,1151,1161,103.6666667,357
"311","ZA1","1047RU",201617,"Q3",11026,5570,1355,1599,1125,1167,104,358
"312","ZA1","1047RU",201617,"Q4",11021,5578,1354,1606,1086,1175,103,363
"313","ZA1","1047RU",201718,"Q1",11000,5567,1353,1606,1078,1163,100.6666667,377
"314","ZA1","1047RU",201718,"Q2",10962,5545,1348,1589,1069,1165,100.3333333,358
"315","ZA1","1047RU",201718,"Q3",10918,5525,1342,1588,1045,1173,99,356
"316","ZA1","1047RU",201718,"Q4",10862,5488,1336,1572,1025,1169,101,375
"317","ZA1","1047RU",201819,"Q1",10831,5485,1332,1578,1011,1153,100,373
"318","ZA1","1047RU",201819,"Q2",10831,5490,1333,1586,1024,1151,100,361
"319","ZA1","1047RU",201819,"Q3",10852,5487,1336,1583,1028,1158,94,360
"320","ZA1","1047RU",201819,"Q4",10872,5500,1338,1582,1013,1173,95,368
"321","XA1","1068JR",201516,"Q1",6171,2958,821,1074,679,544,100,202
"322","XA1","1068JR",201516,"Q2",6154,2951,818,1067,679,539,99,206
"323","XA1","1068JR",201516,"Q3",6182,2971,822,1070,676,544,101,196
"324","XA1","1068JR",201516,"Q4",6195,2978,823,1066,679,546,101,208
"325","XA1","1068JR",201617,"Q1",6214,2987,826,1077,684,541,102,226
"326","XA1","1068JR",201617,"Q2",6257,3004,831,1092,688,561,104,195
"327","XA1","1068JR",201617,"Q3",6240,2992,829,1079,684,571,104,223
"328","XA1","1068JR",201617,"Q4",6269,3001,833,1097,669,573,119.6666667,206
"329","XA1","1068JR",201718,"Q1",6278,3020,834,1112,674,558,147,230
"330","XA1","1068JR",201718,"Q2",6328,3039,841,1125,688,565,117.6666667,222
"331","XA1","1068JR",201718,"Q3",6343,3036,843,1128,679,562,103,208
"332","XA1","1068JR",201718,"Q4",6319,3020,840,1132,668,565,103,217
"333","XA1","1068JR",201819,"Q1",6275,3004,834,1116,666,561,102,228
"334","XA1","1068JR",201819,"Q2",6307,3033,838,1120,671,569,102,222
"335","XA1","1068JR",201819,"Q3",6280,3027,834,1105,662,571,101,215
"336","XA1","1068JR",201819,"Q4",6303,3032,837,1095,666,581,101,235
"337","IB1","1076SO",201516,"Q1",11277,5549,1318,1730,1158,1202,91,379
"338","IB1","1076SO",201516,"Q2",11267,5538,1316,1721,1160,1211,91.66666667,364
"339","IB1","1076SO",201516,"Q3",11216,5515,1311,1685,1160,1215,92.33333333,348
"340","IB1","1076SO",201516,"Q4",11197,5502,1308,1673,1162,1217,93,375
"341","IB1","1076SO",201617,"Q1",11169,5491,1304,1664,1166,1214,91,362
"342","IB1","1076SO",201617,"Q2",11251,5528,1314,1673,1174,1248,90,378
"343","IB1","1076SO",201617,"Q3",11245,5534,1313,1668,1151,1255,90,362
"344","IB1","1076SO",201617,"Q4",11233,5538,1311,1677,1121,1259,90,369
